"RMS of Temperature (K)","Temperature (K)","Total Energy (J/kg)","Energy Residual (W)","L2 Error (K)","X (m)","Y (m)","Z (m)"
108.48308195781112,0,0,0.005859375,0,1,0.10000000149011612,0
149.51986616524187,150,135450,0.015625,0,1,0,0
147.36538167116817,146.67750358581543,132449.787109375,0.00244140625,89.451794173846196,0.90000000018626458,0.10000000130385159,0
53.748594931427334,0,0,-0.001953125,0,1,0.20000000298023224,0
86.09143352297076,84.272880554199219,76098.4111328125,-0.00048828125,43.180390566632752,0.90000000000000013,0.20000000260770318,0
202.67886929594593,202.4371223449707,182800.71875,0.00146484375,37.085055862737235,0.80000000037252916,0.10000000111758708,0
34.424711148403318,0,0,0.00048828125,0,1,0.30000000074505806,0
56.8712613959568,53.65114688873291,48446.9853515625,-0.000244140625,7.9218550078574586,0.89999999981373557,0.30000000037252894,0
137.4192458771486,136.76287269592285,123496.873046875,0.00048828125,10.275118613825903,0.79999999999999993,0.20000000223517417,0
260.45506830341384,300,270900,0.0029296875,0,0.70000000298023224,0,0
226.51491924383453,226.30813598632812,204356.24609375,0.001708984375,19.461183043352378,0.70000000260770334,0.10000000093132258,0
40.89067277282804,36.103137969970703,32601.134033203125,-0.0006103515625,-6.6555446019631486,0.89999999962747068,0.40000000018626436,0
95.491209584626077,94.228567123413086,85088.3974609375,-0.0009765625,-0.29014115892006487,0.79999999962747093,0.29999999999999988,0
166.58811236094414,166.1129264831543,149999.974609375,-0.00146484375,8.7472289622160524,0.70000000223517422,0.20000000186264516,0
267.20388659911862,300,270900,0.0009765625,0,0.60000000149011612,0,0
236.88066624326461,236.68251419067383,213724.3125,-0.001220703125,33.085621306919329,0.60000000130385145,0.10000000074505805,0
22.049671862946703,0,0,0,0,1,0.49999999999999994,0
31.355832315573931,24.865981101989746,22453.9814453125,-0.00018310546875,-4.8792440490498032,0.89999999944120646,0.5,0
67.977352610496993,65.895421981811523,59503.5673828125,0.0013427734375,-1.6397100757653789,0.79999999925494181,0.39999999999999991,0
121.46669906259103,120.60481834411621,108906.154296875,-0.0008544921875,2.5510624148158385,0.7000000018626451,0.29999999962747104,0
181.20354299397397,180.77587509155273,163240.6171875,-0.001220703125,29.431798735409494,0.60000000111758711,0.2000000014901161,0
269.01178994878467,300,270900,-0.00390625,0,0.5,0,0
239.83911994845897,239.64604187011719,216400.375,-0.001953125,28.083629623415185,0.5,0.10000000055879356,0
25.42470446095307,17.099641442298889,15440.9765625,-6.103515625e-05,-3.216841311829036,0.89999999925494178,0.60000000130385156,0
49.431242409664364,46.261143684387207,41773.81298828125,6.103515625e-05,-0.31277486853936942,0.79999999888241291,0.49999999999999989,0
88.40274687826836,86.988840103149414,78550.9248046875,0.0018310546875,-4.6773057142103376,0.70000000149011599,0.39999999981373546,0
135.82684051552457,135.08893013000488,121985.3046875,-0.0006103515625,6.8339082347748885,0.60000000093132244,0.29999999925494192,0
185.63123138178989,185.21912384033203,167252.8671875,0.00048828125,25.365080068142788,0.5,0.20000000111758712,0
236.8694241138104,236.68251037597656,213724.30859375,-0.001953125,25.12009812927456,0.40000000018626458,0.10000000037252901,0
21.723258152502371,11.408205389976501,10301.609619140625,-9.1552734375e-05,0.44510882122190143,0.89999999906867734,0.70000000260770301,0
36.740279578252981,32.124378681182861,29008.31396484375,-0.0003662109375,0.055376378627385314,0.79999999850988357,0.60000000111758689,0
64.352833938968757,62.158796310424805,56129.3935546875,0.0003662109375,2.4482711697246771,0.70000000111758687,0.49999999999999989,0
100.47844306932679,99.29632568359375,89664.583984375,-0.0001220703125,-11.413057508069024,0.60000000074505799,0.3999999996274709,0
140.38094335014901,139.67870330810547,126129.8671875,-0.0003662109375,3.994721278340478,0.5,0.29999999888241302,0
181.18681646433225,180.77587127685547,163240.61328125,-0.001708984375,9.3901755898132251,0.39999999999999997,0.20000000074505803,0
226.49509171318209,226.30813217163086,204356.2421875,0.0009765625,13.305478090323611,0.30000000037252889,0.10000000018626452,0
19.505539424985308,6.9919567108154297,6313.7369995117188,9.1552734375e-05,1.7977781992658675,0.89999999888241278,0.80000000037252872,0
28.099030737275754,21.54122257232666,19451.72412109375,-9.1552734375e-05,-1.8518026977238904,0.79999999813735456,0.700000002235174,0
46.899546314950292,43.595507621765137,39366.74365234375,-0.0003662109375,6.6833407379213359,0.70000000074505775,0.60000000093132266,0
73.61574788119249,71.789697647094727,64826.09765625,0.0003662109375,1.7439281968532754,0.60000000055879343,0.49999999999999983,0
104.43580205246943,103.31783676147461,93296.0078125,-0.0001220703125,-14.262394742743787,0.5,0.39999999944120651,0
135.8106904658674,135.08892822265625,121985.302734375,0,-8.4122256546942431,0.39999999981373546,0.29999999850988385,0
166.56028885179137,166.11291885375977,149999.966796875,-0.001708984375,-23.51297186354023,0.30000000000000004,0.20000000037252905,0
202.66418638579944,202.4371223449707,182800.71875,0.002197265625,-31.858913909080293,0.20000000260770323,0.10000000000000001,0
18.336944096653706,3.322497084736824,3000.2149353027344,-6.103515625e-05,0.94452185401186162,0.89999999869614811,0.90000000018626447,0
22.446984909675045,13.237123847007751,11953.122802734375,-9.1552734375e-05,-1.7044187318105335,0.79999999776482567,0.79999999999999982,0
34.331395489639334,29.395182609558105,26543.8505859375,0.000244140625,2.3653141991596796,0.70000000037252874,0.70000000186264499,0
