"Temperature (K)","Solid Volume Fraction of h2o","X (m)","Y (m)","Z (m)"
273,0.5,0.070000000000000007,0.05000000074505806,0
273,0.5,0.070999999999999994,0.05000000074505806,0
273,0.5,0.071999999999999995,0.05000000074505806,0
273,0.5,0.072999999999999995,0.05000000074505806,0
273,0.5,0.073999999999999996,0.05000000074505806,0
273,0.5,0.074999999999999997,0.05000000074505806,0
273,0.5,0.075999999999999998,0.05000000074505806,0
273,0.5,0.076999999999999999,0.05000000074505806,0
273,0.5,0.078,0.05000000074505806,0
273,0.5,0.079000000000000001,0.05000000074505806,0
273,0.5,0.080000000000000002,0.05000000074505806,0
273,0.5,0.081000000000000003,0.05000000074505806,0
273,0.5,0.082000000000000003,0.05000000074505806,0
273,0.5,0.083000000000000004,0.05000000074505806,0
273,0.5,0.084000000000000005,0.05000000074505806,0
273,0.5,0.085000000000000006,0.05000000074505806,0
273,0.5,0.085999999999999993,0.05000000074505806,0
273,0.5,0.086999999999999994,0.05000000074505806,0
273,0.5,0.087999999999999995,0.05000000074505806,0
273,0.5,0.088999999999999996,0.05000000074505806,0
273,0.5,0.089999999999999997,0.05000000074505806,0
273,0.5,0.090999999999999998,0.05000000074505806,0
273,0.5,0.091999999999999998,0.05000000074505806,0
273,0.5,0.092999999999999999,0.05000000074505806,0
273,0.5,0.094,0.05000000074505806,0
273,0.5,0.095000000000000001,0.05000000074505806,0
273,0.5,0.096000000000000002,0.05000000074505806,0
273,0.5,0.097000000000000003,0.05000000074505806,0
273,0.5,0.098000000000000004,0.05000000074505806,0
273,0.5,0.099000000000000005,0.05000000074505806,0
273,0.5,0.10000000000000001,0.05000000074505806,0
273,0.5,0.10100000000000001,0.05000000074505806,0
273,0.5,0.10199999999999999,0.05000000074505806,0
273,0.5,0.10299999999999999,0.05000000074505806,0
273,0.5,0.104,0.05000000074505806,0
273,0.5,0.105,0.05000000074505806,0
273,0.5,0.106,0.05000000074505806,0
273,0.5,0.107,0.05000000074505806,0
273,0.5,0.108,0.05000000074505806,0
273,0.5,0.109,0.05000000074505806,0
273,0.5,0.11,0.05000000074505806,0
273,0.5,0.111,0.05000000074505806,0
273,0.5,0.112,0.05000000074505806,0
273,0.5,0.113,0.05000000074505806,0
273,0.5,0.114,0.05000000074505806,0
273,0.5,0.115,0.05000000074505806,0
273,0.5,0.11600000000000001,0.05000000074505806,0
273,0.5,0.11700000000000001,0.05000000074505806,0
273,0.5,0.11799999999999999,0.05000000074505806,0
273,0.5,0.11899999999999999,0.05000000074505806,0
273,0.5,0.12,0.05000000074505806,0
273,0.5,0.121,0.05000000074505806,0
273,0.5,0.122,0.05000000074505806,0
273,0.5,0.123,0.05000000074505806,0
273,0.5,0.124,0.05000000074505806,0
273,0.5,0.125,0.05000000074505806,0
273,0.5,0.126,0.05000000074505806,0
273,0.5,0.127,0.05000000074505806,0
273,0.5,0.128,0.05000000074505806,0
273,0.5,0.129,0.05000000074505806,0
273,0.5,0.13,0.05000000074505806,0
273,0.5,0.13100000000000001,0.05000000074505806,0
273,0.5,0.13200000000000001,0.05000000074505806,0
273,0.5,0.13300000000000001,0.05000000074505806,0
273,0.5,0.13400000000000001,0.05000000074505806,0
273,0.5,0.13500000000000001,0.05000000074505806,0
273,0.5,0.13600000000000001,0.05000000074505806,0
273,0.5,0.13700000000000001,0.05000000074505806,0
273,0.5,0.13800000000000001,0.05000000074505806,0
273,0.5,0.13900000000000001,0.05000000074505806,0
273,0.5,0.14000000000000001,0.05000000074505806,0
273,0.5,0.14099999999999999,0.05000000074505806,0
273,0.5,0.14199999999999999,0.05000000074505806,0
273,0.5,0.14299999999999999,0.05000000074505806,0
273,0.5,0.14399999999999999,0.05000000074505806,0
273,0.5,0.14499999999999999,0.05000000074505806,0
273,0.5,0.14599999999999999,0.05000000074505806,0
273,0.5,0.14699999999999999,0.05000000074505806,0
273,0.5,0.14799999999999999,0.05000000074505806,0
273,0.5,0.14899999999999999,0.05000000074505806,0
273,0.5,0.14999999999999999,0.05000000074505806,0
273,0.5,0.151,0.05000000074505806,0
273,0.5,0.152,0.05000000074505806,0
273,0.5,0.153,0.05000000074505806,0
273,0.5,0.154,0.05000000074505806,0
273,0.5,0.155,0.05000000074505806,0
273,0.5,0.156,0.05000000074505806,0
273,0.5,0.157,0.05000000074505806,0
273,0.5,0.158,0.05000000074505806,0
273,0.5,0.159,0.05000000074505806,0
273,0.5,0.16,0.05000000074505806,0
273,0.5,0.161,0.05000000074505806,0
273,0.5,0.16200000000000001,0.05000000074505806,0
273,0.5,0.16300000000000001,0.05000000074505806,0
273,0.5,0.16400000000000001,0.05000000074505806,0
273,0.5,0.16500000000000001,0.05000000074505806,0
273,0.5,0.16600000000000001,0.05000000074505806,0
273,0.5,0.16700000000000001,0.05000000074505806,0
273,0.5,0.16800000000000001,0.05000000074505806,0
273,0.5,0.16900000000000001,0.05000000074505806,0
273,0.5,0.17000000000000001,0.05000000074505806,0
273,0.5,0.17100000000000001,0.05000000074505806,0
273,0.5,0.17199999999999999,0.05000000074505806,0
273,0.5,0.17299999999999999,0.05000000074505806,0
273,0.5,0.17399999999999999,0.05000000074505806,0
273,0.5,0.17499999999999999,0.05000000074505806,0
273,0.5,0.17599999999999999,0.05000000074505806,0
273,0.5,0.17699999999999999,0.05000000074505806,0
273,0.5,0.17799999999999999,0.05000000074505806,0
273,0.5,0.17899999999999999,0.05000000074505806,0
273,0.5,0.17999999999999999,0.05000000074505806,0
273,0.5,0.18099999999999999,0.05000000074505806,0
273,0.5,0.182,0.05000000074505806,0
273,0.5,0.183,0.05000000074505806,0
273,0.5,0.184,0.05000000074505806,0
273,0.5,0.185,0.05000000074505806,0
273,0.5,0.186,0.05000000074505806,0
273,0.5,0.187,0.05000000074505806,0
273,0.5,0.188,0.05000000074505806,0
273,0.5,0.189,0.05000000074505806,0
273,0.5,0.19,0.05000000074505806,0
273,0.5,0.191,0.05000000074505806,0
273,0.5,0.192,0.05000000074505806,0
273,0.5,0.193,0.05000000074505806,0
273,0.5,0.19400000000000001,0.05000000074505806,0
273,0.5,0.19500000000000001,0.05000000074505806,0
273,0.5,0.19600000000000001,0.05000000074505806,0
273,0.5,0.19700000000000001,0.05000000074505806,0
273,0.5,0.19800000000000001,0.05000000074505806,0
273,0.5,0.19900000000000001,0.05000000074505806,0
273,0.5,0.20000000000000001,0.05000000074505806,0
273,0.5,0.20100000000000001,0.05000000074505806,0
273,0.5,0.20200000000000001,0.05000000074505806,0
273,0.5,0.20300000000000001,0.05000000074505806,0
273,0.5,0.20399999999999999,0.05000000074505806,0
273,0.5,0.20499999999999999,0.05000000074505806,0
