X,Y,Temperature (K)
0.9874999998166456,0.9875000000436556,0.051291552081570685
0.9624999994499372,0.9875000000378348,0.15354429390681767
0.9874999998224664,0.962500000130967,0.15420549209735288
0.9374999993131494,0.9874999995663528,0.25480878768970455
0.9624999994673996,0.9625000001135048,0.46162254812576853
0.9874999993626258,0.9375000009196808,0.2581147983481577
0.9124999998690324,0.9875000000261932,0.35443553714655995
0.9374999993364324,0.9625000005617038,0.766066362399554
0.9624999999505232,0.937499999965075,0.7726782864545793
0.987499999834108,0.9125000005500622,0.3636925940751727
0.8874999999563439,0.9875000000203724,0.4517889488886445
0.9124999998864948,0.96250000007858,1.0655831299764682
0.937499999592546,0.9375000004074534,1.282258009351432
0.9624999995023242,0.9125000005325998,1.088725015490079
0.9874999998399288,0.887500000183354,0.47162663509425246
0.8624999998166456,0.9875000000145516,0.5462523359913117
0.8874999999621647,0.9625000000611178,1.3582608291839864
0.9125000003696184,0.9374999999185092,1.7835793605702137
0.9375000000814904,0.9125000000494764,1.806719850682951
0.9624999995197868,0.8875000001775332,1.4118196406975516
0.9874999998457497,0.8625000000436556,0.5826255386682929
0.8374999994499372,0.9875000000087308,0.6372326835392752
0.8624999998224663,0.9625000000436555,1.6422447123715802
0.8875000004336469,0.9375000008265486,2.2734384444512705
0.9124999999214192,0.9125000004976754,2.513054015372326
0.9375000003376042,0.8874999992403898,2.3428593111941787
0.9624999995372489,0.862500000037835,1.7440812597536646
0.9874999998515704,0.8375000001309671,0.6974256409335902
0.8125000000116412,0.9875000004685714,0.7241648401394429
0.8374999994673996,0.9625000000261932,1.915751492467189
0.8625000002939484,0.9374999998719428,2.748728277159449
0.8874999999738064,0.9125000004802132,3.203205636569857
0.9124999999388816,0.8875000001658917,3.2587343929474883
0.9374999994295647,0.8625000004976753,2.8941858032249494
0.9624999995547112,0.8375000001135047,2.087711413679098
0.9874999993917296,0.8125000009196808,0.8167985193808924
0.7874999998690326,0.9874999999970892,0.8065153645402966
0.8125000000349242,0.9624999995430696,2.1770821203518476
0.8374999999505232,0.9374999998486596,3.2064624124634693
0.8624999998341077,0.9125000004627508,3.872791269073693
0.8874999999796271,0.887500000160071,4.15356767470092
0.912499999956344,0.8625000000261933,4.02548721778587
0.9375000001513396,0.8374999996303811,3.464343864743235
0.9625000000378348,0.8124999999650752,2.4450163479450673
0.9874999998632118,0.7875000005500623,0.9415592797094964
0.7624999999563439,0.9874999999912684,0.883785368183508
0.7874999998864947,0.9624999999912686,2.4246328156385437
0.8124999998253766,0.937499999592546,3.6437967407406537
0.8374999995023242,0.9125000004452885,4.517600014985247
0.8624999998399288,0.8875000001542502,5.021665130277002
0.8874999999854478,0.8625000000203725,5.130703691645797
0.9124999999738064,0.8375000000785802,4.818363845945843
0.937499999941792,0.8124999999417921,4.057149667650636
0.9624999995896356,0.7875000005325999,2.818432135485148
0.9874999998690324,0.762500000183354,1.0725764595110545
0.7374999998166456,0.987499999985448,0.9555133561351201
0.7624999999621646,0.9624999999738064,2.65690468235687
0.787499999903957,0.9375000005005858,4.058047867682845
0.8124999993829984,0.9125000008934872,5.133623924400583
0.8374999995197866,0.8875000001484294,5.857560799961984
0.8624999998457494,0.8625000000145518,6.202785585199085
0.8874999999912686,0.8375000000611179,6.141022587878524
0.91250000045693,0.8124999996856784,5.642649711697
0.9374999994994138,0.7875000009807988,4.676631639679971
0.962499999607098,0.7625000001775332,3.2105529623158584
0.9874999998748532,0.7375000000436557,1.2107829195633821
0.7124999994499374,0.9874999999796272,1.021277086403475
0.7374999998224662,0.962499999956344,2.872511133371443
0.7625000004336467,0.9374999997788108,4.446709191880625
0.7874999999214193,0.9125000004103638,5.717084479605474
0.8125000003376042,0.8874999992112859,6.656056655673281
0.8374999995372489,0.8625000000087311,7.234971936669012
0.8624999998515703,0.8375000000436555,7.4238582030691544
