"RMS of Temperature (K)","Temperature (K)","Total Energy (J/kg)","Energy Residual (W)","L2 Error (K)","X (m)","Y (m)","Z (m)"
27.05508379084127,20.573801040649414,18578.142578125,-0.0006103515625,-11.236788648527487,0.15000000041909514,0.64999999986030155,0
18.468785891332509,4.6894755363464355,4234.59619140625,0,-3.8626335393894848,0.34999999790452407,0.94999999958090486,0
21.207899876982939,11.579867362976074,10456.6201171875,-0.00048828125,-6.3811401108301276,0.25000000055879357,0.84999999660067249,0
19.212799897471623,7.1424136161804199,6449.599609375,-0.000244140625,-9.7253545594343791,0.050000000139698381,0.64999999958090471,0
22.1739162344102,13.309839248657227,12018.78515625,-0.0003662109375,-8.0129207797643751,0.15000000200234365,0.74999999683350305,0
18.258048288853892,3.7353265285491943,3372.999755859375,0.0001220703125,3.7353265285491943,0.2500000001862645,0.95000000135041784,0
18.448722278216973,4.6067667007446289,4159.91015625,0,-6.6580464225537703,0.050000001909211382,0.74999999646097404,0
19.333094123967676,7.4696435928344727,6745.08837890625,0.000244140625,0.56309889875867292,0.1499999998603016,0.8499999981839208,0
18.065368130404014,2.5815775394439697,2331.16455078125,0.0001220703125,2.5815775394439697,0.049999999953433863,0.84999999790452407,0
18.04229732430429,2.4072895050048828,2173.782470703125,0,-0.87485282225102701,0.14999999958090482,0.9499999993946403,0
17.906772315487274,0.83147788047790527,750.82452392578125,-6.103515625e-05,0.83147788047790527,0.049999999860301611,0.94999999930150802,0
149.51986616524187,0,0,0.015625,0,1,0.05000000074505806,0
67.446297750380381,0,0,-0.00390625,0,1,0.15000000223517418,0
40.05089211247428,0,0,0,0,1,0.25000000186264515,0
28.798530184332353,0,0,0.0009765625,0,1,0.35000000055879354,0
23.430397378783027,0,0,-0.00146484375,0,1,0.45000000018626451,0
20.668946347110378,0,0,0.00146484375,0,1,0.55000000074505806,0
19.212857454427898,0,0,-0.000244140625,0,0.99999999999999989,0.65000000223517418,0
18.448747690467787,0,0,0.00048828125,0,0.99999999999999989,0.75000000186264515,0
18.06537258321292,0,0,-0.0001220703125,0,0.99999999999999989,0.85000000055879343,0
17.906772323389074,0,0,0,0,0.99999999999999989,0.9500000001862644,0
17.906772323389074,0,0,0,0,0.94999999925494172,0.99999999999999989,0
18.042303698722836,0,0,0,0,0.8499999977648256,0.99999999999999989,0
18.258066709688364,0,0,0.0001220703125,0,0.74999999813735463,0.99999999999999989,0
18.468805760547934,0,0,-0.000244140625,0,0.64999999944120623,0.99999999999999989,0
18.596507148772677,0,0,0.00048828125,0,0.54999999981373537,1,0
18.596498311177626,0,0,0.00048828125,0,0.44999999925494183,1,0
18.468785891332509,0,0,0,0,0.34999999776482571,1,0
18.258048288853892,0,0,0.0001220703125,0,0.2499999981373548,1,0
18.04229732430429,0,0,0,0,0.14999999944120643,1,0
17.906772315487274,0,0,-6.103515625e-05,0,0.049999999813735478,1,0
149.51896706030251,0,0,-0.0234375,-300,0,0.049999999813735485,0
67.445015803762757,0,0,0.005859375,0,0,0.14999999944120646,0
40.050226244203209,0,0,-0.001953125,0,0,0.24999999813735485,0
28.798152520632875,0,0,-0.001953125,0,0,0.34999999776482582,0
23.430208849988226,0,0,0,0,0,0.44999999925494194,0
20.668815255204052,0,0,-0.0009765625,0,0,0.54999999981373549,0
19.212799897471623,0,0,-0.000244140625,0,0,0.64999999944120646,0
18.448722278216973,0,0,0,0,0,0.74999999813735485,0
18.065368130404014,0,0,0.0001220703125,0,0,0.84999999776482582,0
17.906772315487274,0,0,-6.103515625e-05,0,0,0.94999999925494194,0
149.51986616524187,300,270900,0.015625,0,0.95000000018626451,0,0
229.49236761311752,300,270900,-0.00390625,0,0.85000000055879354,0,0
255.51543395190222,300,270900,0,0,0.75000000186264515,0,0
265.39470265492548,300,270900,0.005859375,0,0.65000000223517418,0,0
269.01307054331176,300,270900,-0.00390625,0,0.55000000074505806,0,0
269.01050935425752,300,270900,-0.00390625,0,0.45000000018626451,0,0
265.38461374110807,300,270900,0.005859375,0,0.35000000055879354,0,0
255.50060944201951,300,270900,0,0,0.25000000186264515,0,0
229.48960647611113,300,270900,0,0,0.15000000223517418,0,0
149.51896706030251,300,270900,-0.0234375,0,0.05000000074505806,0,0
